nse_symbol,yahoo_symbol,company_name,yahoo_sector,sector_index_name,sector_index_symbol
HEROMOTOCO,HEROMOTOCO.NS,Hero MotoCorp Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
HESTERBIO,HESTERBIO.NS,Hester Biosciences Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
HEUBACHIND,HEUBACHIND.NS,Sudarshan Colorants India Limited,Basic Materials,NIFTY METAL,^CNXMETAL
HEXATRADEX,HEXATRADEX.NS,Hexa Tradex Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
HEXT,HEXT.NS,Hexaware Technologies Limited,Technology,NIFTY IT,^CNXIT
HFCL,HFCL.NS,HFCL Limited,Technology,NIFTY IT,^CNXIT
HGINFRA,HGINFRA.NS,H.G. Infra Engineering Limited,Industrials,NIFTY INFRA,^CNXINFRA
HGM,HGM.NS,Handson Global Management (HGM) Limited,Technology,NIFTY IT,^CNXIT
HGS,HGS.NS,Hinduja Global Solutions Limited,Industrials,NIFTY INFRA,^CNXINFRA
HIKAL,HIKAL.NS,Hikal Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
HILINFRA,HILINFRA.NS,HILINFRA,Industrials,NIFTY INFRA,^CNXINFRA
HILTON,HILTON.NS,Hilton Metal Forging Limited,Industrials,NIFTY INFRA,^CNXINFRA
HIMATSEIDE,HIMATSEIDE.NS,Himatsingka Seide Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
HINDALCO,HINDALCO.NS,Hindalco Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
HINDCOMPOS,HINDCOMPOS.NS,Hindustan Composites Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
HINDCON,HINDCON.NS,Hindcon Chemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
HINDCOPPER,HINDCOPPER.NS,Hindustan Copper Limited,Basic Materials,NIFTY METAL,^CNXMETAL
HINDOILEXP,HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,Energy,NIFTY ENERGY,^CNXENERGY
HINDPETRO,HINDPETRO.NS,Hindustan Petroleum Corporation Limited,Energy,NIFTY ENERGY,^CNXENERGY
HINDUNILVR,HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
HINDWAREAP,HINDWAREAP.NS,Hindware Home Innovation Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
HINDZINC,HINDZINC.NS,Hindustan Zinc Limited,Basic Materials,NIFTY METAL,^CNXMETAL
HIRECT,HIRECT.NS,Hind Rectifiers Limited,Industrials,NIFTY INFRA,^CNXINFRA
HISARMETAL,HISARMETAL.NS,Hisar Metal Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
HITECH,HITECH.NS,Hi-Tech Pipes Limited,Basic Materials,NIFTY METAL,^CNXMETAL
HITECHCORP,HITECHCORP.NS,Hitech Corporation Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
HLEGLAS,HLEGLAS.NS,HLE Glascoat Limited,Industrials,NIFTY INFRA,^CNXINFRA
HLVLTD,HLVLTD.NS,HLV Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
HMAAGRO,HMAAGRO.NS,HMA Agro Industries Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
HMVL,HMVL.NS,Hindustan Media Ventures Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
HNDFDS,HNDFDS.NS,Hindustan Foods Limited,Industrials,NIFTY INFRA,^CNXINFRA
HOMEFIRST,HOMEFIRST.NS,Home First Finance Company India Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
HONASA,HONASA.NS,Honasa Consumer Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
HONAUT,HONAUT.NS,Honeywell Automation India Limited,Industrials,NIFTY INFRA,^CNXINFRA
HONDAPOWER,HONDAPOWER.NS,Honda India Power Products Limited,Industrials,NIFTY INFRA,^CNXINFRA
HPAL,HPAL.NS,HP Adhesives Limited,Basic Materials,NIFTY METAL,^CNXMETAL
HPIL,HPIL.NS,Hindprakash Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
HPL,HPL.NS,HPL Electric & Power Limited,Industrials,NIFTY INFRA,^CNXINFRA
HSCL,HSCL.NS,Himadri Speciality Chemical Limited,Basic Materials,NIFTY METAL,^CNXMETAL
HTMEDIA,HTMEDIA.NS,HT Media Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
HUBTOWN,HUBTOWN.NS,Hubtown Limited,Real Estate,NIFTY REALTY,^CNXREALTY
HUDCO,HUDCO.NS,Housing and Urban Development Corporation Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
HUHTAMAKI,HUHTAMAKI.NS,Huhtamaki India Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
HYUNDAI,HYUNDAI.NS,HYUNDAI,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
IBULLSLTD,IBULLSLTD.NS,IBULLSLTD,Real Estate,NIFTY REALTY,^CNXREALTY
ICDSLTD,ICDSLTD.NS,ICDS Limited,Real Estate,NIFTY REALTY,^CNXREALTY
ICEMAKE,ICEMAKE.NS,Ice Make Refrigeration Limited,Industrials,NIFTY INFRA,^CNXINFRA
ICICIAMC,ICICIAMC.NS,ICICIAMC,UNKNOWN,UNKNOWN,NO_INDEX
ICICIBANK,ICICIBANK.NS,ICICI Bank Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
ICICIGI,ICICIGI.NS,ICICI Lombard General Insurance Company Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
ICICIPRULI,ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
ICIL,ICIL.NS,Indo Count Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
ICRA,ICRA.NS,ICRA Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
IDBI,IDBI.NS,IDBI Bank Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
IDEA,IDEA.NS,Vodafone Idea Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
IDEAFORGE,IDEAFORGE.NS,ideaForge Technology Limited,Technology,NIFTY IT,^CNXIT
IDFCFIRSTB,IDFCFIRSTB.NS,IDFC First Bank Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
IEX,IEX.NS,Indian Energy Exchange Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
IFBAGRO,IFBAGRO.NS,IFB Agro Industries Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
IFBIND,IFBIND.NS,IFB Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
IFCI,IFCI.NS,IFCI Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
IFGLEXPOR,IFGLEXPOR.NS,IFGL Refractories Limited,Basic Materials,NIFTY METAL,^CNXMETAL
IGARASHI,IGARASHI.NS,Igarashi Motors India Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
IGCL,IGCL.NS,IGCL,Basic Materials,NIFTY METAL,^CNXMETAL
IGIL,IGIL.NS,International Gemmological Institute (India) Limited,Basic Materials,NIFTY METAL,^CNXMETAL
IGL,IGL.NS,Indraprastha Gas Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
IGPL,IGPL.NS,I G Petrochemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
IIFL,IIFL.NS,IIFL Finance Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
IIFLCAPS,IIFLCAPS.NS,IIFL Capital Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
IITL,IITL.NS,Industrial Investment Trust Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
IKIO,IKIO.NS,IKIO Technologies Limited,Technology,NIFTY IT,^CNXIT
IKS,IKS.NS,IKS,Healthcare,NIFTY PHARMA,^CNXPHARMA
IMAGICAA,IMAGICAA.NS,Imagicaaworld Entertainment Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
IMFA,IMFA.NS,Indian Metals and Ferro Alloys Limited,Basic Materials,NIFTY METAL,^CNXMETAL
IMPAL,IMPAL.NS,India Motor Parts & Accessories Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
INCREDIBLE,INCREDIBLE.NS,Incredible Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
INDBANK,INDBANK.NS,Indbank Merchant Banking Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
INDGN,INDGN.NS,INDGN,Healthcare,NIFTY PHARMA,^CNXPHARMA
INDHOTEL,INDHOTEL.NS,The Indian Hotels Company Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
INDIACEM,INDIACEM.NS,The India Cements Limited,Basic Materials,NIFTY METAL,^CNXMETAL
INDIAGLYCO,INDIAGLYCO.NS,India Glycols Limited,Basic Materials,NIFTY METAL,^CNXMETAL
INDIAMART,INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
INDIANB,INDIANB.NS,Indian Bank,Financial Services,NIFTY FIN SERVICE,^CNXFIN
INDIANCARD,INDIANCARD.NS,The Indian Card Clothing Company Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
INDIANHUME,INDIANHUME.NS,The Indian Hume Pipe Company Limited,Industrials,NIFTY INFRA,^CNXINFRA
INDIASHLTR,INDIASHLTR.NS,India Shelter Finance Corporation Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
INDIGO,INDIGO.NS,InterGlobe Aviation Limited,Industrials,NIFTY INFRA,^CNXINFRA
INDIGOPNTS,INDIGOPNTS.NS,Indigo Paints Limited,Basic Materials,NIFTY METAL,^CNXMETAL
INDIQUBE,INDIQUBE.NS,INDIQUBE,Real Estate,NIFTY REALTY,^CNXREALTY
INDNIPPON,INDNIPPON.NS,India Nippon Electricals Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
INDOAMIN,INDOAMIN.NS,Indo Amines Limited,Basic Materials,NIFTY METAL,^CNXMETAL
INDOBORAX,INDOBORAX.NS,Indo Borax & Chemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
INDOCO,INDOCO.NS,Indoco Remedies Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
INDOFARM,INDOFARM.NS,INDOFARM,Industrials,NIFTY INFRA,^CNXINFRA
INDORAMA,INDORAMA.NS,Indo Rama Synthetics (India) Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
INDOSTAR,INDOSTAR.NS,IndoStar Capital Finance Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
INDOTECH,INDOTECH.NS,Indo Tech Transformers Limited,Industrials,NIFTY INFRA,^CNXINFRA
INDOTHAI,INDOTHAI.NS,Indo Thai Securities Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
INDOUS,INDOUS.NS,Indo Us Bio-Tech Limited,Basic Materials,NIFTY METAL,^CNXMETAL
INDOWIND,INDOWIND.NS,Indowind Energy Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
INDRAMEDCO,INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
INDSWFTLAB,INDSWFTLAB.NS,Ind-Swift Laboratories Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
INDTERRAIN,INDTERRAIN.NS,Indian Terrain Fashions Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
INDUSINDBK,INDUSINDBK.NS,IndusInd Bank Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
INDUSTOWER,INDUSTOWER.NS,Indus Towers Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
INFIBEAM,INFIBEAM.NS,Infibeam Avenues Limited,Technology,NIFTY IT,^CNXIT
INFOBEAN,INFOBEAN.NS,InfoBeans Technologies Limited,Technology,NIFTY IT,^CNXIT
INFOMEDIA,INFOMEDIA.NS,Infomedia Press Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
INFY,INFY.NS,Infosys Limited,Technology,NIFTY IT,^CNXIT
INGERRAND,INGERRAND.NS,Ingersoll-Rand (India) Limited,Industrials,NIFTY INFRA,^CNXINFRA
INNOVACAP,INNOVACAP.NS,Innova Captab Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
INNOVANA,INNOVANA.NS,INNOVANA,Technology,NIFTY IT,^CNXIT
INOXGREEN,INOXGREEN.NS,Inox Green Energy Services Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
INOXINDIA,INOXINDIA.NS,INOX India Limited,Industrials,NIFTY INFRA,^CNXINFRA
INOXWIND,INOXWIND.NS,Inox Wind Limited,Industrials,NIFTY INFRA,^CNXINFRA
INSECTICID,INSECTICID.NS,Insecticides (India) Limited,Basic Materials,NIFTY METAL,^CNXMETAL
INSPIRISYS,INSPIRISYS.NS,Inspirisys Solutions Limited,Technology,NIFTY IT,^CNXIT
INTELLECT,INTELLECT.NS,Intellect Design Arena Limited,Technology,NIFTY IT,^CNXIT
INTENTECH,INTENTECH.NS,Intense Technologies Limited,Technology,NIFTY IT,^CNXIT
INTERARCH,INTERARCH.NS,Interarch Building Solutions Limited,Industrials,NIFTY INFRA,^CNXINFRA
INTLCONV,INTLCONV.NS,International Conveyors Limited,Industrials,NIFTY INFRA,^CNXINFRA
INVENTURE,INVENTURE.NS,Inventure Growth & Securities Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
IOB,IOB.NS,Indian Overseas Bank,Financial Services,NIFTY FIN SERVICE,^CNXFIN
IOC,IOC.NS,Indian Oil Corporation Limited,Energy,NIFTY ENERGY,^CNXENERGY
IOLCP,IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
IONEXCHANG,IONEXCHANG.NS,Ion Exchange (India) Limited,Industrials,NIFTY INFRA,^CNXINFRA
IPCALAB,IPCALAB.NS,Ipca Laboratories Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
IPL,IPL.NS,India Pesticides Limited,Basic Materials,NIFTY METAL,^CNXMETAL
IRB,IRB.NS,IRB Infrastructure Developers Limited,Industrials,NIFTY INFRA,^CNXINFRA
IRCON,IRCON.NS,Ircon International Limited,Industrials,NIFTY INFRA,^CNXINFRA
IRCTC,IRCTC.NS,Indian Railway Catering & Tourism Corporation Limited,Industrials,NIFTY INFRA,^CNXINFRA
IREDA,IREDA.NS,Indian Renewable Energy Development Agency Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
IRFC,IRFC.NS,Indian Railway Finance Corporation Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
IRIS,IRIS.NS,IRIS RegTech Solutions Limited,Technology,NIFTY IT,^CNXIT
IRISDOREME,IRISDOREME.NS,Iris Clothings Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
IRMENERGY,IRMENERGY.NS,IRM Energy Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
ISFT,ISFT.NS,IntraSoft Technologies Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
ISGEC,ISGEC.NS,Isgec Heavy Engineering Limited,Industrials,NIFTY INFRA,^CNXINFRA
ISHANCH,ISHANCH.NS,Ishan Dyes and Chemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
ITC,ITC.NS,ITC Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
ITCHOTELS,ITCHOTELS.NS,ITCHOTELS,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
ITDC,ITDC.NS,India Tourism Development Corporation Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
ITI,ITI.NS,ITI Limited,Technology,NIFTY IT,^CNXIT
IVALUE,IVALUE.NS,iValue Infosolutions Limited,Technology,NIFTY IT,^CNXIT
IVC,IVC.NS,IL&FS Investment Managers Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
IVP,IVP.NS,IVP Limited,Basic Materials,NIFTY METAL,^CNXMETAL
IXIGO,IXIGO.NS,IXIGO,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
IZMO,IZMO.NS,IZMO Limited,Technology,NIFTY IT,^CNXIT
J&KBANK,J&KBANK.NS,Jammu and Kashmir Bank Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
JAGRAN,JAGRAN.NS,Jagran Prakashan Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
JAGSNPHARM,JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
JAIBALAJI,JAIBALAJI.NS,Jai Balaji Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JAICORPLTD,JAICORPLTD.NS,Jai Corp Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JAINREC,JAINREC.NS,JAINREC,Basic Materials,NIFTY METAL,^CNXMETAL
JAIPURKURT,JAIPURKURT.NS,Nandani Creation Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
JAMNAAUTO,JAMNAAUTO.NS,Jamna Auto Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
JARO,JARO.NS,JARO,Consumer Defensive,NIFTY FMCG,^CNXFMCG
JASH,JASH.NS,Jash Engineering Limited,Industrials,NIFTY INFRA,^CNXINFRA
JAYAGROGN,JAYAGROGN.NS,Jayant Agro-Organics Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JAYBARMARU,JAYBARMARU.NS,Jay Bharat Maruti Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
JAYKAY,JAYKAY.NS,Jaykay Enterprises Limited,Industrials,NIFTY INFRA,^CNXINFRA
JAYNECOIND,JAYNECOIND.NS,Jayaswal Neco Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JAYSREETEA,JAYSREETEA.NS,Jay Shree Tea & Industries Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
JBCHEPHARM,JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
JBMA,JBMA.NS,JBM Auto Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
JGCHEM,JGCHEM.NS,JGCHEM,Basic Materials,NIFTY METAL,^CNXMETAL
JHS,JHS.NS,JHS Svendgaard Laboratories Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
JINDALPHOT,JINDALPHOT.NS,Jindal Photo Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
JINDALPOLY,JINDALPOLY.NS,Jindal Poly Films Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
JINDALSAW,JINDALSAW.NS,Jindal Saw Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JINDALSTEL,JINDALSTEL.NS,Jindal Steel Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JINDRILL,JINDRILL.NS,Jindal Drilling & Industries Limited,Energy,NIFTY ENERGY,^CNXENERGY
JINDWORLD,JINDWORLD.NS,Jindal Worldwide Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
JIOFIN,JIOFIN.NS,Jio Financial Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
JISLDVREQS,JISLDVREQS.NS,Jain Irrigation Systems Limited,Industrials,NIFTY INFRA,^CNXINFRA
JISLJALEQS,JISLJALEQS.NS,Jain Irrigation Systems Limited,Industrials,NIFTY INFRA,^CNXINFRA
JITFINFRA,JITFINFRA.NS,JITF Infralogistics Limited,Industrials,NIFTY INFRA,^CNXINFRA
JKCEMENT,JKCEMENT.NS,J.K. Cement Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JKIL,JKIL.NS,J. Kumar Infraprojects Limited,Industrials,NIFTY INFRA,^CNXINFRA
JKIPL,JKIPL.NS,JKIPL,Industrials,NIFTY INFRA,^CNXINFRA
JKLAKSHMI,JKLAKSHMI.NS,JK Lakshmi Cement Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JKPAPER,JKPAPER.NS,JK Paper Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JKTYRE,JKTYRE.NS,JK Tyre & Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
JLHL,JLHL.NS,Jupiter Life Line Hospitals Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
JMA,JMA.NS,Jullundur Motor Agency (Delhi) Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
JMFINANCIL,JMFINANCIL.NS,JM Financial Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
JNKINDIA,JNKINDIA.NS,JNK India Limited,Industrials,NIFTY INFRA,^CNXINFRA
JOCIL,JOCIL.NS,Jocil Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JPOLYINVST,JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
JPPOWER,JPPOWER.NS,Jaiprakash Power Ventures Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
JSFB,JSFB.NS,Jana Small Finance Bank Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
JSL,JSL.NS,Jindal Stainless Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JSLL,JSLL.NS,JSLL,Healthcare,NIFTY PHARMA,^CNXPHARMA
JSWCEMENT,JSWCEMENT.NS,JSWCEMENT,Basic Materials,NIFTY METAL,^CNXMETAL
JSWENERGY,JSWENERGY.NS,JSW Energy Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
JSWHL,JSWHL.NS,JSW Holdings Limited,Industrials,NIFTY INFRA,^CNXINFRA
JSWINFRA,JSWINFRA.NS,JSW Infrastructure Limited,Industrials,NIFTY INFRA,^CNXINFRA
JSWSTEEL,JSWSTEEL.NS,JSW Steel Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JTEKTINDIA,JTEKTINDIA.NS,JTEKT India Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
JTLIND,JTLIND.NS,JTL Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JUBLCPL,JUBLCPL.NS,Jubilant Agri and Consumer Products Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JUBLFOOD,JUBLFOOD.NS,Jubilant FoodWorks Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
JUBLINGREA,JUBLINGREA.NS,Jubilant Ingrevia Limited,Basic Materials,NIFTY METAL,^CNXMETAL
JUBLPHARMA,JUBLPHARMA.NS,Jubilant Pharmova Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
JUNIPER,JUNIPER.NS,Juniper Hotels Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
JUSTDIAL,JUSTDIAL.NS,Just Dial Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
JWL,JWL.NS,Jupiter Wagons Limited,Industrials,NIFTY INFRA,^CNXINFRA
JYOTHYLAB,JYOTHYLAB.NS,Jyothy Labs Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
JYOTICNC,JYOTICNC.NS,Jyoti CNC Automation Limited,Industrials,NIFTY INFRA,^CNXINFRA
JYOTISTRUC,JYOTISTRUC.NS,Jyoti Structures Limited,Industrials,NIFTY INFRA,^CNXINFRA
KABRAEXTRU,KABRAEXTRU.NS,Kabra Extrusiontechnik Limited,Industrials,NIFTY INFRA,^CNXINFRA
KAJARIACER,KAJARIACER.NS,Kajaria Ceramics Limited,Industrials,NIFTY INFRA,^CNXINFRA
KAKATCEM,KAKATCEM.NS,Kakatiya Cement Sugar and Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KALAMANDIR,KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
KALPATARU,KALPATARU.NS,KALPATARU,Real Estate,NIFTY REALTY,^CNXREALTY
KALYANIFRG,KALYANIFRG.NS,Kalyani Forge Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
KALYANKJIL,KALYANKJIL.NS,Kalyan Jewellers India Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
KAMATHOTEL,KAMATHOTEL.NS,Kamat Hotels (India) Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
KAMDHENU,KAMDHENU.NS,Kamdhenu Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KAMOPAINTS,KAMOPAINTS.NS,Kamdhenu Ventures Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KANANIIND,KANANIIND.NS,Kanani Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
KANORICHEM,KANORICHEM.NS,Kanoria Chemicals & Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KANPRPLA,KANPRPLA.NS,Kanpur Plastipack Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
KANSAINER,KANSAINER.NS,Kansai Nerolac Paints Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KAPSTON,KAPSTON.NS,Kapston Services Limited,Industrials,NIFTY INFRA,^CNXINFRA
KARMAENG,KARMAENG.NS,Karma Energy Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
KARURVYSYA,KARURVYSYA.NS,The Karur Vysya Bank Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
KAUSHALYA,KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,Industrials,NIFTY INFRA,^CNXINFRA
KAYA,KAYA.NS,Kaya Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
KAYNES,KAYNES.NS,Kaynes Technology India Limited,Technology,NIFTY IT,^CNXIT
KCP,KCP.NS,The KCP Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KCPSUGIND,KCPSUGIND.NS,K.C.P. Sugar and Industries Corporation Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
KDDL,KDDL.NS,KDDL Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
KEC,KEC.NS,KEC International Limited,Industrials,NIFTY INFRA,^CNXINFRA
KECL,KECL.NS,Kirloskar Electric Company Limited,Industrials,NIFTY INFRA,^CNXINFRA
KEEPLEARN,KEEPLEARN.NS,DSJ Keep Learning Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
KEI,KEI.NS,KEI Industries Limited,Industrials,NIFTY INFRA,^CNXINFRA
KELLTONTEC,KELLTONTEC.NS,Kellton Tech Solutions Limited,Technology,NIFTY IT,^CNXIT
KERNEX,KERNEX.NS,Kernex Microsystems (India) Limited,Technology,NIFTY IT,^CNXIT
KEYFINSERV,KEYFINSERV.NS,Keynote Financial Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
KFINTECH,KFINTECH.NS,KFin Technologies Limited,Technology,NIFTY IT,^CNXIT
KHADIM,KHADIM.NS,Khadim India Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
KHAICHEM,KHAICHEM.NS,Khaitan Chemicals and Fertilizers Limited,Basic Materials,NIFTY METAL,^CNXMETAL
KHAITANLTD,KHAITANLTD.NS,Khaitan (India) Limited,Industrials,NIFTY INFRA,^CNXINFRA
KHANDSE,KHANDSE.NS,Khandwala Securities Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
KICL,KICL.NS,Kalyani Investment Company Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
KILITCH,KILITCH.NS,Kilitch Drugs (India) Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
KIMS,KIMS.NS,Krishna Institute of Medical Sciences Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
KINGFA,KINGFA.NS,Kingfa Science & Technology (India) Limited,Basic Materials,NIFTY METAL,^CNXMETAL
