symbol,rsi_daily,rsi_weekly,rsi_monthly,ENTRY_READY
CONCORDBIO,21.96,30.12,42,False
KAJARIACER,23.77,27.39,39,False
DBL,46.82,46.03,53,False
JUBLFOOD,28.78,30.05,44,False
ARENTERP,36.35,40.44,45,False
KAKATCEM,27.14,24.1,26,False
VASCONEQ,34.59,36.54,38,False
THANGAMAYL,49.97,64.42,76,False
SRGHFL,54.66,43.93,49,False
DBREALTY,37.03,27.45,34,False
YASHO,28.61,26.51,40,False
DOLPHIN,61.99,58.07,59,False
KPIL,44.04,44.18,57,False
EMMBI,37.82,37.84,43,False
JIOFIN,23.13,34.04,48,False
TVSSCS,29.27,29.31,31,False
HATHWAY,30.69,25.47,27,False
ORIENTLTD,29.19,25.11,40,False
TEXMOPIPES,28.39,26.06,26,False
KECL,29.74,28.76,39,False
MANINFRA,34.56,31.06,31,False
LORDSCHLO,30.07,38.8,48,False
PYRAMID,41.59,40.94,44,False
SPAL,44.31,43.21,49,False
KAMATHOTEL,36.32,37.87,38,False
AEROFLEX,53.72,49.37,53,False
LGBBROSLTD,44.33,58.96,63,False
VPRPL,16.06,17.15,30,False
KANORICHEM,41.27,26.94,34,False
SANDUMA,55.43,58.99,62,False
PERSISTENT,42.32,54.43,60,False
NDGL,20.68,20.32,44,False
KARURVYSYA,76.75,82.18,78,False
RBLBANK,47.6,55.51,58,False
TCPLPACK,25.91,27.05,48,False
KCP,46.64,40.14,46,False
ASIANHOTNR,37.65,39.34,58,False
RATNAVEER,55.07,51.03,53,False
BIGBLOC,41.33,45.73,44,False
POWERINDIA,51.56,51.33,65,False
ISFT,33.45,33.59,35,False
TVVISION,51.41,46.76,52,False
CUPID,56.8,73.58,83,False
DIACABS,31.47,39.95,59,False
JLHL,40.74,40.08,54,False
MITTAL,20.84,18.37,31,False
LTTS,29.18,36.16,37,False
RRKABEL,50.99,54.67,51,False
GNA,67.17,62.34,46,False
KIRLOSBROS,44.57,36.7,54,False
KESORAMIND,60.66,36.0,26,False
EMSLIMITED,24.42,21.65,38,False
ZAGGLE,33.11,34.27,49,False
SAMHI,39.84,38.53,44,False
DIAMINESQ,42.82,32.23,36,False
ICICIPRULI,51.61,53.87,59,False
MARATHON,44.36,41.03,52,False
HPL,33.46,31.05,47,False
NUVAMA,44.06,50.81,64,False
SIGNATURE,38.37,33.24,41,False
KALAMANDIR,25.44,31.57,32,False
YATRA,41.45,50.96,49,False
CARYSIL,36.62,44.13,47,False
ENDURANCE,38.78,40.14,52,False
VERTOZ,19.61,27.43,22,False
MAZDA,35.25,31.31,38,False
SJVN,42.87,33.13,31,False
KSL,42.65,39.58,51,False
PNBHOUSING,38.23,43.43,49,False
VBL,47.81,47.95,48,False
SUNDARAM,34.88,23.14,31,False
RAJRATAN,40.22,48.95,40,False
KAPSTON,72.59,74.68,84,False
UNIVASTU,31.51,34.99,51,False
STYRENIX,34.52,28.31,49,False
CUMMINSIND,44.32,54.59,67,False
MVGJL,35.37,35.18,32,False
JSWINFRA,34.61,34.58,51,False
KIRLOSIND,39.47,37.29,43,False
PODDARMENT,37.57,29.78,36,False
MANAPPURAM,46.42,53.91,65,False
AARVI,54.18,55.45,49,False
ROLLT,44.34,43.78,47,False
NBIFIN,24.15,31.75,47,False
UDS,26.26,24.71,30,False
UMESLTD,34.21,32.23,44,False
SFL,31.86,25.64,29,False
KOPRAN,39.71,35.99,35,False
TI,47.98,48.92,58,False
HEADSUP,32.97,32.02,27,False
HMVL,47.67,36.68,36,False
VALIANTLAB,29.07,27.08,21,False
KOTAKBANK,6.09,12.4,23,False
TCIEXP,44.01,33.51,25,False
WEALTH,34.12,31.5,52,False
AARTISURF,43.88,37.93,38,False
LAURUSLABS,40.9,57.03,77,False
IMFA,44.72,54.91,64,False
BLISSGVS,59.38,58.21,63,False
EMAMIREAL,29.96,28.26,35,False
THEJO,45.91,42.48,48,False
ITDC,37.11,40.78,45,False
ARVIND,47.38,47.22,50,False
HISARMETAL,39.25,33.29,42,False
KREBSBIO,36.88,31.11,44,False
BOROLTD,26.7,22.85,38,False
ROSSARI,46.24,37.92,38,False
AHLEAST,42.6,36.31,43,False
CAPTRUST,31.16,28.03,32,False
PLAZACABLE,44.77,27.18,22,False
KSB,44.63,38.67,46,False
SECMARK,41.76,40.95,48,False
IITL,34.95,27.72,42,False
BAJAJCON,72.3,72.86,71,False
BHANDARI,39.83,32.01,23,False
UGARSUGAR,42.11,38.47,34,False
BSE,54.19,59.02,70,False
IRMENERGY,32.32,35.6,33,False
PRAKASHSTL,51.57,38.96,29,False
PRICOLLTD,39.59,53.39,61,False
TRENT,31.79,26.34,49,False
MAXESTATES,33.88,37.3,51,False
BLUEJET,22.63,28.21,44,False
GPPL,41.8,51.61,53,False
ADFFOODS,32.88,32.75,43,False
MUFIN,54.08,60.61,36,False
LMW,51.14,46.67,52,False
CELLO,28.07,35.15,36,False
HONASA,46.13,46.8,37,False
AMNPLST,30.12,30.81,44,False
LGHL,47.43,45.58,62,False
RADIOCITY,31.18,18.07,18,False
ESAFSFB,57.55,49.1,29,False
MASFIN,61.57,60.26,55,False
DMART,35.21,33.79,46,False
ORISSAMINE,37.05,38.66,39,False
KILITCH,29.27,35.99,38,False
LIBERTSHOE,37.64,33.78,42,False
DEEPAKNTR,59.24,40.07,42,False
LICHSGFIN,44.92,40.45,44,False
AHLADA,41.01,33.83,29,False
SASTASUNDR,45.71,50.09,42,False
TASTYBITE,15.78,20.03,32,False
UNIDT,34.77,36.41,36,False
GREENPOWER,36.65,32.68,26,False
RAMKY,25.39,36.22,37,False
ASKAUTOLTD,43.41,44.39,56,False
ARIHANTSUP,13.58,24.8,40,False
CANTABIL,66.49,61.61,59,False
AKSHARCHEM,39.25,37.89,42,False
LUMAXIND,41.25,55.11,69,False
ASHOKA,37.67,33.4,45,False
WABAG,24.39,27.77,51,False
BEDMUTHA,64.46,45.89,28,False
URJA,37.68,29.66,20,False
JWL,60.34,49.69,47,False
OBEROIRLTY,34.78,38.85,50,False
IREDA,44.17,39.44,42,False
LYKALABS,27.83,20.13,37,False
IRFC,56.3,48.09,41,False
TATATECH,40.07,40.41,30,False
SHAH,59.12,60.86,56,False
ASHAPURMIN,43.18,53.14,61,False
PRESTIGE,38.08,41.65,52,False
GANDHAR,58.66,51.78,39,False
M&M,36.6,48.71,70,False
NRAIL,46.2,55.68,51,False
SHANKARA,17.78,22.91,33,False
FEDFINA,54.85,59.17,59,False
RESPONIND,36.16,39.38,35,False
CGCL,42.23,44.2,39,False
FLAIR,45.13,49.84,49,False
COALINDIA,66.83,71.27,64,False
IOLCP,35.47,39.03,45,False
RAMCOCEM,70.16,61.27,56,False
APCL,57.14,52.37,39,False
INDIGOPNTS,29.33,41.72,43,False
WIPL,44.84,43.78,45,False
CHENNPETRO,45.2,54.69,54,False
PRUDMOULI,28.8,26.65,41,False
BAJEL,37.75,33.63,44,False
GRAVITA,45.55,44.58,56,False
DOMS,41.34,43.81,60,False
INDIASHLTR,45.65,40.12,56,False
HOMEFIRST,54.2,49.47,55,False
DOLLAR,32.61,32.38,33,False
ASHIMASYN,31.88,28.69,45,False
INOXINDIA,43.46,45.47,55,False
SUPERHOUSE,53.99,48.21,38,False
PENIND,34.52,38.12,47,False
JINDWORLD,33.21,24.52,37,False
SCHAND,44.66,34.47,29,False
VTL,54.59,49.75,51,False
RPPINFRA,26.92,28.5,40,False
BHAGYANGR,64.99,73.95,72,False
JAMNAAUTO,58.81,64.95,58,False
MOTISONS,23.34,26.97,38,False
SURAJEST,34.44,33.81,44,False
HUDCO,30.99,37.29,50,False
MOIL,59.97,54.65,53,False
MUTHOOTMF,51.51,56.3,45,False
ZEELEARN,25.3,32.47,46,False
HAPPYFORGE,56.1,60.6,56,False
RBZJEWEL,41.94,44.1,41,False
PSPPROJECT,38.11,46.87,49,False
MUFTI,41.54,32.36,28,False
MAHSEAMLES,38.36,34.32,29,False
AZAD,43.27,43.18,55,False
A2ZINFRA,39.36,37.67,48,False
KIRLOSENG,64.07,64.46,63,False
RKDL,30.31,27.08,43,False
SUNCLAY,44.28,30.66,43,False
PSB,47.84,42.94,38,False
MANGLMCEM,65.01,54.58,55,False
INNOVACAP,47.78,34.05,51,False
STOVEKRAFT,27.94,35.86,48,False
SURANASOL,20.92,23.98,39,False
STARCEMENT,41.14,41.77,52,False
SHEKHAWATI,34.91,32.0,53,False
BFINVEST,32.87,29.55,41,False
KICL,40.45,43.71,53,False
MARALOVER,35.47,31.58,31,False
TEJASNET,33.59,23.06,38,False
ERIS,33.64,35.57,55,False
CDSL,28.9,35.72,54,False
GTPL,21.39,17.2,21,False
ASHOKLEY,78.16,86.65,83,False
AUBANK,56.55,70.25,69,False
MASTEK,41.11,38.55,40,False
DIGIDRIVE,21.05,25.08,29,False
SUMMITSEC,35.64,36.71,51,False
DYNPRO,29.66,29.48,43,False
JYOTICNC,32.51,36.83,51,False
STEELXIND,37.61,38.73,30,False
SALASAR,34.74,41.69,23,False
PALASHSECU,33.87,31.22,40,False
MAGADSUGAR,37.97,32.32,41,False
GANGESSECU,27.07,27.08,46,False
AVADHSUGAR,38.3,29.86,38,False
MFSL,45.31,54.69,66,False
THEINVEST,23.6,27.99,37,False
BDL,55.91,51.19,58,False
OPTIEMUS,26.11,29.29,48,False
STEL,47.93,50.06,56,False
SIS,55.46,47.37,37,False
COCHINSHIP,57.04,47.8,57,False
SMSLIFE,43.47,48.72,63,False
ABCAPITAL,44.42,63.08,70,True
APEX,54.72,56.88,58,False
RAJMET,44.84,39.18,28,False
BRNL,48.03,44.58,16,False
DIXON,26.69,25.83,49,False
DCAL,43.9,42.7,50,False
MEDIASSIST,26.13,34.03,43,False
MATRIMONY,42.52,48.99,49,False
CHOLAHLDNG,33.93,40.85,53,False
CAPACITE,34.52,30.65,40,False
AKG,62.49,53.63,38,False
ICICIGI,31.61,40.79,54,False
DAVANGERE,48.97,53.82,37,False
SBILIFE,46.83,59.71,67,False
BOSCHLTD,51.24,50.44,63,False
TEXRAIL,52.38,43.1,39,False
DIAMONDYD,57.73,56.62,48,False
GENCON,67.6,61.75,55,False
HFCL,54.48,44.42,41,False
INDTERRAIN,45.31,44.41,34,False
ACC,24.68,30.04,29,False
IEX,31.1,36.32,43,False
DHUNINV,20.03,19.63,39,False
NDRAUTO,28.56,31.34,52,False
WORTHPERI,36.81,37.96,51,False
TIRUPATIFL,45.85,44.0,56,False
MODIRUBBER,59.87,53.52,58,False
MACPOWER,44.31,46.04,49,False
MAXHEALTH,23.24,34.12,50,False
MODTHREAD,48.03,44.38,53,False
LOVABLE,33.35,32.43,34,False
TOTAL,46.95,44.22,32,False
MAXIND,34.58,34.98,41,False
EPACK,34.75,33.34,46,False
NOVAAGRI,29.06,27.26,39,False
PENINLAND,27.52,28.89,31,False
BLSE,31.12,39.34,31,False
MOREPENLAB,36.16,30.35,41,False
PFS,48.69,43.1,35,False
BANDHANBNK,58.8,48.46,37,False
PARKHOTELS,34.88,29.04,30,False
SIGNPOST,42.39,38.99,38,False
JSFB,22.58,28.58,42,False
RPTECH,59.9,60.22,56,False
CAPITALSFB,35.4,38.1,32,False
MOTOGENFIN,38.38,35.88,33,False
ENTERO,51.73,47.8,50,False
VSTL,33.06,27.85,23,False
IRISDOREME,49.86,38.84,30,False
MRF,22.8,36.84,46,False
JUNIPER,44.59,37.43,29,False
MRPL,68.28,66.29,54,False
GPTHEALTH,33.29,34.28,39,False
HLEGLAS,27.75,38.72,44,False
PLATIND,43.11,39.59,53,False
MTNL,46.65,37.89,43,False
EXICOM,34.63,29.14,42,False
MUKKA,48.35,36.9,37,False
HAL,58.51,52.21,59,False
RKSWAMY,40.01,22.97,26,False
JGCHEM,30.72,32.6,53,False
BESTAGRO,18.9,24.89,32,False
GOPAL,34.29,36.47,44,False
MUNJALSHOW,40.25,39.96,35,False
SCILAL,37.25,37.43,51,False
MURUDCERA,25.64,33.01,39,False
PVSL,28.93,34.68,29,False
HEIDELBERG,45.37,35.5,36,False
KRYSTAL,59.34,50.62,44,False
NCC,33.72,26.35,40,False
SMCGLOBAL,60.02,57.95,61,False
JAYNECOIND,49.8,56.15,64,False
SABTNL,56.21,63.67,64,False
SRM,36.7,42.78,61,False
SINCLAIR,31.81,33.2,34,False
BHARTIHEXA,31.53,38.41,60,False
AAKASH,25.17,30.1,44,False
TARACHAND,29.57,36.3,53,False
AIIL,10.18,18.93,40,False
GLOSTERLTD,47.18,43.71,34,False
ASIANPAINT,23.8,42.79,45,False
BALUFORGE,34.24,32.42,50,False
JNKINDIA,42.78,32.08,29,False
FILATFASH,20.03,24.61,7,False
MUTHOOTFIN,52.69,73.18,88,False
INDGN,39.67,34.46,46,False
AADHARHFC,58.86,51.67,63,False
TBOTEK,31.21,43.8,49,False
GODIGIT,34.69,42.2,52,False
NAVNETEDUL,47.37,45.94,48,False
AWFIS,16.87,23.01,45,False
NELCO,34.33,33.35,45,False
SANDHAR,39.13,47.42,51,False
BOROSCI,39.15,33.9,26,False
KRONOX,28.11,29.24,44,False
NEULANDLAB,35.55,42.41,57,False
IXIGO,34.97,40.43,54,False
RETAIL,36.72,31.56,38,False
DEEDEV,30.64,27.54,38,False
AFIL,18.29,29.78,24,False
PIIND,37.38,34.11,46,False
SYMPHONY,64.05,45.97,49,False
VADILALIND,36.15,38.88,52,False
NILKAMAL,33.0,29.79,32,False
RELAXO,49.16,39.93,23,False
STANLEY,27.04,19.84,30,False
OMINFRAL,29.32,29.9,41,False
ESTER,32.63,33.68,46,False
VSTTILLERS,49.19,57.37,63,False
ABDL,37.73,43.85,58,False
RAILTEL,56.83,48.99,46,False
VRAJ,41.58,34.59,31,False
BANSALWIRE,37.37,31.55,43,False
NKIND,44.42,44.22,46,False
DELPHIFX,47.45,52.96,49,False
EMCURE,53.4,57.06,56,False
ASHIANA,53.29,47.49,49,False
DHANUKA,38.39,29.04,45,False
NOCIL,31.75,27.18,32,False
AGIIL,44.12,53.85,85,False
ADL,44.59,40.3,42,False
FILATEX,42.8,41.14,44,False
MAITHANALL,50.13,47.0,48,False
CENTRUM,29.81,29.77,41,False
SANSTAR,45.96,47.19,40,False
RUSHIL,21.5,32.33,34,False
RELTD,43.81,49.36,61,False
AVANTEL,51.76,48.61,40,False
MIDHANI,60.47,52.38,45,False
AKUMS,52.56,42.07,25,False
OILCOUNTUB,30.83,28.73,42,False
RUBFILA,33.11,41.31,42,False
RPEL,36.26,47.42,53,False
CEIGALL,58.04,53.44,26,False
ONGC,69.32,68.78,59,False
UNIECOM,24.58,32.16,23,False
ONWARDTEC,63.4,54.44,39,False
FIRSTCRY,40.43,31.34,20,False
MANCREDIT,42.0,41.21,58,False
SUYOG,23.46,24.29,24,False
SSDL,23.14,20.5,20,False
INVENTURE,31.63,24.02,26,False
INTERARCH,36.46,45.45,61,False
ORIENTHOT,29.46,28.75,40,False
GLOBALE,46.74,31.66,3,False
MFML,34.08,33.23,6,False
LTF,44.51,62.78,68,True
ORIENTPPR,32.99,29.69,28,False
ORIENTTECH,40.05,42.82,49,False
SURAJLTD,32.77,24.47,44,False
WINDMACHIN,44.01,37.42,58,False
ADANIENT,38.59,36.32,35,False
BODALCHEM,33.47,27.35,31,False
PREMIERENE,30.51,28.71,38,False
ECOSMOBLTY,42.46,37.93,28,False
RAYMONDLSL,51.15,43.37,22,False
TREEHOUSE,47.68,44.44,32,False
ASAHISONG,35.39,25.89,41,False
STYLEBAAZA,55.7,54.14,47,False
BCLIND,26.77,21.72,25,False
GALAPREC,44.87,38.73,48,False
BROOKS,22.93,24.16,36,False
OSWALAGRO,33.34,29.59,42,False
RVTH,26.75,28.9,17,False
EUREKAFORB,46.67,46.92,48,False
TDPOWERSYS,58.37,59.98,72,False
BALAJEE,17.11,28.86,21,False
SANOFICONR,41.77,35.85,41,False
XTGLOBAL,28.56,32.29,28,False
KROSS,59.06,53.73,48,False
TOLINS,30.38,35.91,40,False
BAJAJHFL,35.36,24.48,17,False
PNGJL,31.46,39.3,30,False
APLLTD,33.78,33.71,43,False
VASWANI,43.08,47.58,56,False
PGHH,24.96,28.83,31,False
PGEL,48.73,43.66,56,False
PANAMAPET,54.56,46.11,43,False
ARKADE,22.57,23.72,41,False
WCIL,43.15,43.67,39,False
NORTHARC,55.41,56.53,46,False
PAISALO,46.71,46.21,41,False
TIJARIA,29.27,27.23,46,False
NIRAJ,42.37,35.81,37,False
INDOUS,50.04,42.73,29,False
FLEXITUFF,30.69,27.81,38,False
SHAKTIPUMP,42.3,34.5,54,False
TRITURBINE,48.35,43.65,54,False
MANBA,46.84,46.09,43,False
HUHTAMAKI,29.24,32.5,36,False
UYFINCORP,30.82,33.4,19,False
KRN,34.4,34.84,58,False
DIFFNKG,16.32,32.06,39,False
JISLDVREQS,22.28,29.76,38,False
DSSL,45.16,44.84,55,False
POLYMED,25.64,28.48,45,False
RUPA,22.59,27.44,35,False
VIKASECO,42.25,24.35,17,False
APLAPOLLO,70.72,72.36,69,False
KANANIIND,32.56,29.49,17,False
GARUDA,22.95,39.92,60,False
LLOYDSENT,47.42,43.2,55,False
VINCOFE,40.71,48.32,55,False
HYUNDAI,38.04,45.87,61,False
AFFORDABLE,30.0,23.79,15,False
DBEIL,11.37,25.04,37,False
MINDACORP,48.59,52.35,60,False
WAAREEENER,45.81,43.88,51,False
OCCLLTD,38.12,37.26,52,False
GODAVARIB,49.81,47.48,42,False
3PLAND,31.36,30.28,47,False
AFCONS,23.37,28.62,35,False
AMJLAND,27.0,27.2,46,False
LEMONTREE,31.66,35.51,44,False
PEARLPOLY,24.24,26.87,35,False
HERANBA,36.19,31.71,41,False
SEAMECLTD,84.74,73.77,59,False
ATUL,62.44,51.34,49,False
PFIZER,31.92,36.45,50,False
DRCSYSTEMS,33.45,32.9,44,False
PCBL,30.92,26.25,44,False
PIDILITIND,40.92,40.49,54,False
POLYPLEX,49.37,33.99,44,False
CHEMCON,33.07,36.83,40,False
HEXATRADEX,39.94,32.23,49,False
ABINFRA,55.25,58.4,83,False
TBZ,37.29,35.0,52,False
PRAJIND,41.64,25.24,40,False
SAGILITY,46.91,55.24,64,False
ACMESOLAR,51.64,43.7,42,False
SWIGGY,30.98,34.54,36,False
VSSL,36.98,44.75,53,False
PRAKASH,42.46,37.1,35,False
MTARTECH,69.26,68.66,67,False
SWANCORP,44.32,43.36,43,False
NIVABUPA,60.89,50.93,53,False
SPECIALITY,29.35,32.41,23,False
PRECOT,35.51,36.74,47,False
BUTTERFLY,34.64,34.41,37,False
CINELINE,51.57,47.83,33,False
PRECWIRE,55.99,61.32,67,False
NTPCGREEN,33.19,30.68,32,False
EIEL,38.44,36.24,47,False
RTNINDIA,37.69,32.6,32,False
SAMPANN,49.94,51.38,54,False
PRSMJOHNSN,40.08,39.68,41,False
AUROPHARMA,59.2,56.06,53,False
GICRE,51.58,50.29,52,False
INNOVANA,23.29,28.95,35,False
AUTOAXLES,57.79,58.77,51,False
JUBLINGREA,39.44,41.15,55,False
EASEMYTRIP,32.97,23.83,18,False
RSWM,44.96,42.6,39,False
CHEMFAB,28.29,24.5,45,False
RAJSREESUG,30.91,30.53,31,False
ARVEE,46.44,46.31,49,False
RALLIS,58.97,46.94,50,False
ANURAS,55.26,62.22,65,False
RANASUG,30.56,27.25,32,False
LXCHEM,26.58,27.89,30,False
RANEHOLDIN,45.01,38.54,50,False
CRAFTSMAN,52.82,62.13,68,False
RAYMOND,26.33,19.86,33,False
RCF,49.94,44.02,44,False
HITECH,20.68,27.99,37,False
RELIANCE,30.61,43.95,49,False
KITEX,43.47,41.98,53,False
MAYURUNIQ,52.61,47.53,47,False
ROSSELLIND,23.89,23.28,28,False
DUCON,17.94,23.16,29,False
TVSHLTD,60.81,63.18,68,True
ZUARI,51.93,52.03,53,False
RICOAUTO,52.31,61.74,58,False
CARERATING,55.92,53.51,61,False
RIIL,27.28,30.66,30,False
PCJEWELLER,48.7,42.84,55,False
INDUSTOWER,67.79,64.16,67,False
VMART,36.48,34.91,49,False
RUBYMILLS,31.93,38.25,44,False
S&SPOWER,42.52,37.32,51,False
KALYANKJIL,17.46,25.17,46,False
REPCOHOME,50.08,51.74,52,False
SAIL,60.92,65.97,61,True
SAKHTISUG,36.49,30.93,39,False
SURYODAY,49.43,50.41,47,False
ORIENTELEC,47.88,37.97,43,False
NIBL,46.93,50.73,45,False
ORTINGLOBE,53.03,50.19,31,False
NAZARA,61.86,53.17,56,False
VIVIDHA,22.23,28.96,15,False
SANDESH,31.97,31.11,41,False
JUSTDIAL,36.92,31.39,44,False
SANGHIIND,37.11,40.6,24,False
SUVIDHAA,35.31,27.82,32,False
WONDERLA,34.14,31.38,26,False
ATULAUTO,34.85,38.59,40,False
ORIENTCEM,38.81,23.16,36,False
KOHINOOR,29.13,21.69,32,False
ABFRL,39.5,28.35,34,False
SAMMAANCAP,53.93,51.28,46,False
SAURASHCEM,19.66,30.22,40,False
SOTL,41.03,35.4,44,False
JINDALSAW,52.21,41.93,42,False
ESSENTIA,61.47,45.76,27,False
SBIN,73.76,81.8,79,False
SPECTRUM,55.24,46.67,47,False
SCI,53.26,51.76,54,False
BAJAJHLDNG,39.2,36.19,53,False
VEDL,62.46,82.02,82,True
SESHAPAPER,43.75,32.03,32,False
SHANTIGEAR,47.34,40.91,43,False
BAJAJHIND,34.09,32.94,40,False
PILITA,28.63,25.51,35,False
INDOSTAR,34.44,34.48,46,False
SHREDIGCEM,19.46,31.61,36,False
THOMASCOTT,38.99,44.95,50,False
SHREECEM,46.84,40.66,45,False
DBSTOCKBRO,47.45,36.69,43,False
COMPUSOFT,33.07,23.96,36,False
RHIM,50.23,45.34,37,False
MCX,65.63,75.0,81,False
TIINDIA,30.42,32.02,35,False
SCHNEIDER,48.74,42.94,53,False
NDL,28.71,29.83,47,False
SHREYANIND,31.79,26.64,36,False
TRANSWORLD,42.0,31.03,25,False
HONDAPOWER,19.44,27.09,44,False
NBCC,38.57,41.61,51,False
LYPSAGEMS,32.65,29.44,43,False
ORBTEXP,39.43,42.44,47,False
BORORENEW,34.32,34.84,43,False
SIEMENS,51.7,48.71,55,False
JPOLYINVST,53.26,55.29,59,False
SIMPLEXINF,35.65,38.19,56,False
BAJFINANCE,36.61,43.78,59,False
SREEL,42.64,38.28,31,False
SKFINDIA,19.97,18.85,32,False
LODHA,35.52,35.43,43,False
JTEKTINDIA,41.38,44.31,46,False
ANGELONE,46.12,49.56,46,False
NITIRAJ,40.74,38.77,51,False
SPIC,28.56,35.21,43,False
SRF,47.83,46.08,55,False
TEMBO,32.28,43.26,55,False
STARPAPER,21.15,27.92,27,False
DEEPINDS,32.24,35.45,51,False
VALIANTORG,34.55,32.51,32,False
MODISONLTD,61.13,53.4,52,False
SPMLINFRA,38.0,35.95,51,False
SUBROS,40.02,44.72,53,False
SUDARSCHEM,36.85,29.9,52,False
ISGEC,44.45,32.27,42,False
SUNDARMFIN,68.8,62.65,63,False
SUNDRMFAST,52.65,46.18,41,False
SUNFLAG,43.91,43.31,50,False
BALKRISIND,41.68,44.58,48,False
SUNPHARMA,29.07,38.75,52,False
SUPERSPIN,35.8,29.67,46,False
SUPREMEIND,51.5,38.91,46,False
SURYAROSNI,41.29,41.37,40,False
BALMLAWRIE,39.25,34.62,35,False
SWARAJENG,34.98,38.58,56,False
AGARIND,45.13,36.96,40,False
TAINWALCHM,43.1,35.66,50,False
ADOR,49.32,51.22,40,False
AJOONI,32.4,27.47,38,False
TATACHEM,45.46,31.91,38,False
BALRAMCHIN,45.77,35.76,47,False
TATAELXSI,51.98,46.54,39,False
HONAUT,45.68,41.07,44,False
CAMS,36.37,39.74,52,False
TATAPOWER,46.5,43.06,47,False
TATACONSUM,44.59,49.95,52,False
BBOX,50.15,50.9,61,False
TFCILTD,49.77,53.27,63,False
BANARBEADS,40.87,42.85,51,False
THERMAX,41.52,35.74,47,False
THOMASCOOK,31.05,31.23,41,False
CLSEL,42.92,37.42,47,False
TIL,38.68,36.87,40,False
TIRUMALCHM,21.72,26.01,42,False
TATASTEEL,62.67,68.98,66,True
BANARISUG,49.99,46.28,60,False
TITAN,54.33,60.31,57,False
TNPETRO,42.41,44.91,49,False
TNTELE,31.88,38.73,43,False
TORNTPHARM,58.68,66.07,72,True
TTKPRESTIG,38.22,34.39,40,False
ADANIGREEN,37.17,39.1,35,False
NAM-INDIA,56.4,56.7,68,False
UCAL,33.42,28.1,40,False
UNICHEMLAB,28.99,23.49,42,False
MOKSH,43.45,46.25,43,False
ROML,36.72,41.23,47,False
UNITECH,16.96,26.13,27,False
UNIVCABLES,41.13,48.89,54,False
JUBLPHARMA,42.04,41.51,58,False
VARDMNPOLY,40.92,28.07,44,False
SOLARA,34.73,39.18,52,False
VESUVIUS,59.16,50.02,57,False
BASF,29.97,24.33,49,False
VINDHYATEL,32.32,34.24,37,False
VIPIND,51.45,45.3,42,False
BATAINDIA,24.27,25.14,26,False
VLSFINANCE,53.77,56.47,51,False
VOLTAS,45.6,46.26,55,False
TATACOMM,30.31,39.42,47,False
VSTIND,36.81,30.53,38,False
ANMOL,25.89,27.65,9,False
WALCHANNAG,61.39,51.86,50,False
FINEORG,49.25,43.47,46,False
WEIZMANIND,23.78,21.49,39,False
VENKEYS,65.29,53.21,44,False
RITES,48.48,42.9,36,False
WHEELS,37.51,44.1,53,False
WILLAMAGOR,38.57,34.01,42,False
WIPRO,38.83,43.03,50,False
WSTCSTPAPR,39.76,35.81,31,False
BBTC,38.58,39.77,49,False
VINEETLAB,34.34,40.99,36,False
SINTERCOM,34.16,27.96,37,False
ZEEL,38.89,31.22,30,False
ARIHANTCAP,34.61,39.19,49,False
ZODIACLOTH,37.68,29.45,36,False
ZUARIIND,36.18,43.14,47,False
BEL,66.66,66.41,71,False
BHARATRAS,35.27,36.4,42,False
TOKYOPLAST,25.36,28.84,43,False
MAHLOG,67.38,57.13,50,False
VARROC,44.19,47.45,52,False
SOMANYCERA,44.49,37.07,38,False
HATSUN,33.6,41.15,42,False
CAPLIPOINT,39.41,38.64,52,False
PREMIERPOL,56.06,51.76,57,False
KHAITANLTD,40.6,36.36,53,False
NATCOPHARM,45.24,44.75,49,False
GLOBE,45.58,50.17,49,False
GOCLCORP,34.83,34.35,32,False
REMSONSIND,35.58,38.66,43,False
PARASPETRO,74.8,60.41,52,False
TNPL,39.27,35.89,28,False
GREENPLY,30.58,29.92,42,False
NIACL,38.36,36.09,37,False
21STCENMGM,36.55,30.43,46,False
AEGISLOG,50.17,47.91,52,False
CORALFINAC,34.62,29.93,36,False
NAVA,55.37,49.22,61,False
AUSOMENT,47.03,53.44,62,False
BERGEPAINT,16.67,31.86,42,False
EIMCOELECO,57.71,45.43,51,False
JAYAGROGN,30.12,27.19,38,False
PANACEABIO,50.8,45.6,56,False
ALPSINDUS,77.39,58.36,61,False
CUBEXTUB,77.01,72.3,64,False
MARICO,46.96,52.5,67,False
SAMBHAAV,39.38,51.07,60,False
REGENCERAM,41.96,46.28,52,False
BIOFILCHEM,16.86,19.61,31,False
KEYFINSERV,45.71,49.66,59,False
ZENITHEXPO,43.77,40.86,52,False
SUNDRMBRAK,19.18,28.33,46,False
SANGAMIND,55.85,55.35,51,False
BEPL,33.04,27.26,43,False
MOTHERSON,49.82,56.3,61,False
BHARATFORG,57.85,64.11,58,False
VISAKAIND,28.27,32.24,31,False
WENDT,34.29,29.09,36,False
HDFCAMC,43.6,45.28,64,False
KHADIM,34.15,31.26,33,False
DENORA,38.0,31.91,33,False
STERTOOLS,43.82,37.83,43,False
SHRIRAMFIN,77.14,84.02,76,False
PUNJABCHEM,51.25,49.34,50,False
IFGLEXPOR,38.44,35.63,35,False
BHEL,47.59,52.99,54,False
GULFOILLUB,40.0,38.79,56,False
MIRZAINT,51.91,52.36,40,False
